"food_nutrient_conversion_factor_id","protein_value","fat_value","carbohydrate_value"
"15931","4.3","8.9","3.9"
"15932","3.9","8.8","3.9"
"15933","2.8","8.7","3.8"
"15934","3.9","8.8","3.9"
"15935","4.1","8.8","3.9"
"15936","4.2","9","4"
"15937","4.3","8.9","3.9"
"15938","3.8","9","4"
"15939","4","9","4"
"15940","4","9","4"
"15941","3.9","8.8","3.9"
"15942","4.3","8.9","3.9"
"15943","3.7","8.9","4"
"15944","4.1","8.9","4.1"
"15945","3.8","9","4"
"15946","2.5","8.5","4"
"15947","3.8","9","4"
"15948","4.2","9","4"
"15949","4.3","8.9","3.9"
"15950","2.5","8.5","4"
"15951","2.8","8.7","3.8"
"15952","4.27","9.02","3.87"
"15953","4.27","9.02","3.68"
"15954","4","9","4"
"15955","4.27","9.02","3.87"
"15956","4.27","9.02","3.87"
"15957","4.27","9.02","3.87"
"15958","4.27","9.02","3.87"
"15959","4.27","9.02","3.87"
"15960","4.27","9.02","3.87"
"15961","4.27","9.02","3.87"
"15962","4.27","9.02","3.87"
"15963","4.27","9.02","3.87"
"15964","4.27","9.02","3.87"
"15965","4.27","9.02","3.87"
"15966","4.27","9.02","3.87"
"15967","4.27","9.02","3.87"
"15968","4.27","9.02","3.87"
"15969","4","9","4"
"15970","4.27","9.02","3.87"
"15971","4","9","4"
"15972","4.27","9.02","3.87"
"15973","4","9","4"
"15974","4","9","4"
"15975","4","9","4"
"15976","4.27","9.02","3.87"
"15977","4.27","9.02","3.87"
"15978","4","9","4"
"15979","4","9","4"
"15980","4","9","4"
"15981","4","9","4"
"15982","4","9","4"
"15983","4","9","4"
"15984","4","9","4"
"15985","4","9","4"
"15986","4","9","4"
"15987","4","9","4"
"15988","4","9","4"
"15989","4","9","4"
"15990","4","9","4"
"15991","4","9","4"
"15992","4.27","9.02","3.87"
"15993","4.27","9.02","3.87"
"15994","4.27","9.02","3.87"
"15995","4.05","8.37","4.12"
"15996","3.36","8.37","3.6"
"15997","3.36","8.37","3.6"
"15998","3.36","8.37","3.6"
"15999","3.36","8.37","3.7"
"16000","3.36","8.37","3.6"
"16001","3.36","8.37","3.7"
"16002","3.36","8.37","3.71"
"16003","3.36","8.37","3.78"
"16004","3.36","8.37","3.6"
"16005","3.36","8.37","3.6"
"16006","3.36","8.37","3.6"
"16007","3.36","8.37","3.6"
"16008","3.36","8.37","3.6"
"16009","3.36","8.37","3.92"
"16010","3.36","8.37","3.92"
"16011","3.36","8.37","3.92"
"16012","3.36","8.37","3.92"
"16013","3.36","8.37","3.6"
"16014","3.36","8.37","3.6"
"16015","3.36","8.37","3.6"
"16016","3.36","8.37","3.75"
"16017","3.36","8.37","3.6"
"16018","3.36","8.37","3.6"
"16019","4.27","9.02","3.87"
"16020","4.27","9.02","3.87"
"16021","4.27","9.02","3.87"
"16022","4.27","9.02","3.87"
"16023","4.27","9.02","3.87"
"16024","4.27","9.02","3.87"
"16025","4.27","9.02","3.87"
"16026","4.27","9.02","3.87"
"16027","4.27","9.02","3.87"
"16028","4.27","9.02","3.87"
"16029","4.27","9.02","3.87"
"16030","4.27","9.02","3.87"
"16031","4.27","9.02","3.87"
"16032","4.27","9.02","3.87"
"16033","4.27","9.02","3.87"
"16034","4.27","9.02","3.87"
"16035","4.27","9.02","3.87"
"16036","4.27","9.02","3.87"
"16037","4.27","9.02","3.87"
"16038","4.27","9.02","3.87"
"16039","4.27","9.02","3.87"
"16040","3.4","8.4","3.9"
"16041","4","9","4"
"16042","","","4.12"
"16043","","","4.12"
"16044","","","4.12"
"16045","","","4.12"
"16046","3.36","8.37","3.92"
"16047","3.36","8.37","3.92"
"16048","3.36","8.37","3.92"
"16049","3.36","8.37","3.92"
"16050","3.36","8.37","3.92"
"16051","3.36","8.37","3.92"
"16052","3.36","8.37","3.92"
"16053","3.36","8.37","3.92"
"16054","3.36","8.37","3.92"
"16055","3.36","8.37","3.87"
"16056","3.36","8.37","3.92"
"16057","3.36","8.37","3.92"
"16058","3.36","8.37","3.92"
"16059","3.36","8.37","3.87"
"16060","4","9","4"
"16061","3.36","8.37","3.92"
"16062","3.36","8.37","3.92"
"16063","3.36","8.37","3.87"
"16064","3.36","8.37","3.87"
"16065","3.36","8.37","3.87"
"16066","3.36","8.37","3.87"
"16067","3.36","8.37","3.87"
"16068","3.36","8.37","3.8"
"16069","3.36","8.37","3.8"
"16070","3.87","8.37","4.12"
"16071","4","9","4"
"16072","4","9","4"
"16073","3.36","8.37","3.9"
"16074","3.9","8.37","3.9"
"16075","4","9","4"
"16076","4","8.6","4.1"
"16077","4.1","8.8","4.1"
"16078","4","8.8","4"
"16079","3.5","8.4","3.8"
"16080","3.8","8.8","4.1"
"16081","4","8.7","4.1"
"16082","4","8.4","4.1"
"16083","3.6","8.4","3.8"
"16084","3.9","8.4","4.1"
"16085","3.7","8.7","4"
"16086","3.9","8.4","3.5"
"16087","4","8.6","3.5"
"16088","3.9","8.4","3.3"
"16089","4","8.7","3.4"
"16090","3.7","8.7","3.9"
"16091","3.9","8.7","4.1"
"16092","4","8.8","4.1"
"16093","4","8.8","4.1"
"16094","4","8.8","4.1"
"16095","3.9","8.8","3.9"
"16096","3.9","8.8","3.8"
"16097","3.5","8.8","3.8"
"16098","3.3","8.7","3.8"
"16099","3.9","8.8","4"
"16100","3.9","8.8","3.9"
"16101","3.8","8.6","3.8"
"16102","4.2","8.8","4"
"16103","3.8","8.8","3.8"
"16104","4.2","8.9","3.9"
"16105","4.1","8.8","4"
"16106","4.1","8.8","4"
"16107","3","8.7","3.8"
"16108","4.2","8.8","4"
"16109","3.6","8.7","3.8"
"16110","4","8.8","3.9"
"16111","4.1","8.8","4"
"16112","4","8.8","4"
"16113","3.9","8.8","4"
"16114","3.8","8.7","3.9"
"16115","3.7","8.8","4"
"16116","3.8","8.8","4"
"16117","3.8","8.6","4"
"16118","4","8.8","3.9"
"16119","4.1","8.8","4.1"
"16120","4","8.7","4.1"
"16121","3.6","8.7","4"
"16122","4","8.8","4"
"16123","4.2","8.8","4"
"16124","4.1","8.8","4"
"16125","4.1","8.8","3.9"
"16126","4.1","8.8","4"
"16127","4.1","8.8","4.1"
"16128","3.8","8.6","4.1"
"16129","4","8.6","4.1"
"16130","3.7","8.6","4.1"
"16131","3.8","8.6","4"
"16132","4","8.8","4.1"
"16133","3.9","8.9","4"
"16134","4.1","8.8","4.1"
"16135","3.8","8.6","4.1"
"16136","3.8","8.8","4"
"16137","4","8.8","4.1"
"16138","4","8.8","4"
"16139","4","8.8","4.1"
"16140","4.2","8.8","4"
"16141","3.9","8.8","3.9"
"16142","3.7","8.5","4"
"16143","4","9","4"
"16144","4","8.8","4.1"
"16145","4","8.8","4"
"16146","3.8","8.8","4.1"
"16147","4","8.8","3.9"
"16148","3.9","8.4","4.1"
"16149","4","8.8","3.9"
"16150","4","8.8","3.9"
"16151","3.3","8.8","3.7"
"16152","3.7","8.7","3.8"
"16153","4","8.7","3.9"
"16154","4.1","8.7","3.9"
"16155","3.9","8.8","3.9"
"16156","4","8.8","4.1"
"16157","4.1","8.9","4.1"
"16158","3.9","8.8","4.1"
"16159","3.7","8.7","4"
"16160","3.7","8.7","4.1"
"16161","3.9","8.8","4"
"16162","4","8.6","4.1"
"16163","4.2","8.9","3.9"
"16164","4","8.8","3.9"
"16165","3.9","8.8","4"
"16166","2.7","8.4","4"
"16167","4","8.8","4.1"
"16168","3.5","8.4","4.2"
"16169","3","8.4","3.4"
"16170","3","8.4","3.4"
"16171","4.2","8.4","4.1"
"16172","4","8.4","4.1"
"16173","4.1","8.8","4"
"16174","3.9","8.8","4"
"16175","4.2","8.8","4"
"16176","4.1","8.8","4"
"16177","4.1","8.8","4"
"16178","4","8.8","4.1"
"16179","4","8.8","4.1"
"16180","4","8.8","4.1"
"16181","3.8","8.8","4"
"16182","4.1","8.8","3.9"
"16183","3.9","8.8","4"
"16184","3.9","8.6","4.1"
"16185","4","8.8","3.8"
"16186","4.1","8.9","4.1"
"16187","4.1","8.7","4.1"
"16188","2.7","8.8","4"
"16189","4","8.4","4.1"
"16190","4.27","9.02","3.87"
"16191","4.27","9.02","3.87"
"16192","4.27","9.02","3.87"
"16193","4","9","4"
"16194","4","9","4"
"16195","2.44","8.37","3.8"
"16196","3.36","8.37","3.87"
"16197","3.36","8.37","3.9"
"16198","0","0","0"
"16199","3.47","8.37","3.9"
"16200","4.2","8.8","3.9"
"16201","3.36","8.37","3.87"
"16202","3.36","8.37","3.9"
"16203","4.27","8.8","3.9"
"16204","4","9","4"
"16205","4","9","4"
"16206","4","9","4"
"16207","4","9","4"
"16208","4","9","4"
"16209","4","9","4"
"16210","4","9","4"
"16211","3.36","8.37","3.92"
"16212","3.36","8.37","3.87"
"16213","4","9","4"
"16214","4.27","9.02","3.87"
"16215","4.27","9.02","3.87"
"16216","4.27","9.02","3.87"
"16217","4.27","9.02","3.87"
"16218","4.27","9.02","3.87"
"16219","4.27","9.02","3.87"
"16220","4.27","9.02","3.87"
"16221","4.27","9.02","3.87"
"16222","4.27","9.02","3.87"
"16223","4.27","9.02","3.87"
"16224","4.27","9.02","3.87"
"16225","4.27","9.02","3.87"
"16226","4.27","9.02","3.87"
"16227","4.27","9.02","3.87"
"16228","4.27","9.02","3.87"
"16229","4.27","9.02","3.87"
"16230","3.57","9.02","3.68"
"16231","4.27","9.02","3.87"
"16232","4.27","9.02","3.87"
"16233","4.27","9.02","3.87"
"16234","4.27","9.02","3.87"
"16235","4.27","9.02","3.87"
"16236","4.27","9.02","3.87"
"16237","4.27","9","3.87"
"16238","4.27","9.02","3.7"
"16239","4.27","9.02","3.87"
"16240","4.27","9.02","3.87"
"16241","4.27","9.02","3.87"
"16242","4.27","9.02","3.87"
"16243","4.27","9.02","3.87"
"16244","4.27","9.02","3.87"
"16245","4.27","9.02","3.87"
"16246","4.27","9.02","3.87"
"16247","4.27","9.02","3.87"
"16248","4.27","9.02","3.87"
"16249","4.27","9.02","3.87"
"16250","4.27","9.02","3.87"
"16251","4.27","9.02","3.87"
"16252","4.27","9.02","3.87"
"16253","4.27","9.02","3.87"
"16254","4.27","9.02","3.87"
"16255","4.27","9","3.87"
"16256","4.27","9.02","3.87"
"16257","4.27","9.02","3.87"
"16258","4.27","9.02","3.87"
"16259","4.27","9.02","3.87"
"16260","4.27","9.02","3.87"
"16261","4.27","9.02","3.87"
"16262","4.27","9.02","4.11"
"16263","4.27","9.02","3.87"
"16264","4.27","9.02","3.87"
"16265","4.27","9.02","3.87"
"16266","4.27","9.02","3.87"
"16267","4.27","9.02","4.11"
"16268","4.27","9.02","4.11"
"16269","4.27","9.02","4.11"
"16270","4.27","9.02","4.11"
"16271","4.27","9.02","4.11"
"16272","4.27","9.02","3.87"
"16273","4","8.4","3.4"
"16274","4","9","3.8"
"16275","3.9","9","3.7"
"16276","3.9","8.8","3.6"
"16277","3.47","8.37","4.07"
"16278","3.47","8.37","4.07"
"16279","3.47","8.37","4.07"
"16280","3.47","8.37","4.07"
"16281","3.47","8.37","4.07"
"16282","3.47","8.37","4.07"
"16283","3.47","8.37","4.07"
"16284","3.47","8.37","4.07"
"16285","3.47","8.37","4.07"
"16286","3.47","8.37","4.07"
"16287","3.47","8.37","4.07"
"16288","3.47","8.37","4.07"
"16289","3.47","8.37","4.07"
"16290","3.47","8.37","4.07"
"16291","3.47","8.37","4.07"
"16292","3.47","8.37","4.07"
"16293","3.47","8.37","4.07"
"16294","3.47","8.37","4.07"
"16295","3.47","8.37","4.07"
"16296","3.47","8.37","4.07"
"16297","4","8.7","3.5"
"16298","3.47","8.37","4.07"
"16299","3.47","8.37","4.07"
"16300","3.47","8.37","4.07"
"16301","3.47","8.37","4.07"
"16302","3.47","8.37","4.07"
"16303","3.47","8.37","4.07"
"16304","3.47","8.37","4.07"
"16305","3.47","8.37","4.07"
"16306","3.47","8.37","4.07"
"16307","3.47","8.37","4.07"
"16308","3.47","8.37","4.07"
"16309","3.47","8.37","4.07"
"16310","3.47","8.37","4.07"
"16311","3.47","8.37","4.07"
"16312","3.47","8.37","4.07"
"16313","3.47","8.37","4.07"
"16314","3.47","8.37","4.07"
"16315","3.47","8.37","4.07"
"16316","3.47","8.37","4.07"
"16317","3.47","8.37","4.07"
"16318","3.47","8.37","4.07"
"16319","3.47","8.37","4.07"
"16320","3.47","8.37","4.07"
"16321","3.47","8.37","4.07"
"16322","3.47","8.37","4.07"
"16323","3.47","8.37","4.07"
"16324","4.27","9.02","3.87"
"16325","4.27","9.02","3.87"
"16326","4.27","9.02","3.87"
"16327","4.27","9.02","3.87"
"16328","4.27","9.02","3.87"
"16329","4.27","9.02","3.87"
"16330","4.27","9.02","3.87"
"16331","4.27","9.02","3.87"
"16332","4.27","9.02","3.87"
"16333","4.27","9.02","3.87"
"16334","4.27","9.02","3.87"
"16335","4.27","9.02","3.87"
"16336","4.27","9.02","3.87"
"16337","4.27","9.02","3.87"
"16338","4.27","9.02","3.87"
"16339","4.27","9.02","3.87"
"16340","4.27","9.02","3.87"
"16341","4.27","9.02","3.87"
"16342","4.27","9.02","3.87"
"16343","4.27","9.02","3.87"
"16344","4.27","9.02","3.87"
"16345","4.27","9.02","3.87"
"16346","4.27","9.02","3.87"
"16347","4.27","9.02","3.87"
"16348","4.27","9.02","3.87"
"16349","4.27","9.02","3.87"
"16350","4.27","9.02","3.87"
"16351","4.27","9.02","3.87"
"16352","4.27","9.02","3.87"
"16353","4.27","9.02","3.87"
"16354","4.27","9.02","3.87"
"16355","4.27","9.02","3.87"
"16356","4.27","9.02","3.87"
"16357","4.27","9.02","3.87"
"16358","4.27","9.02","3.87"
"16359","4.27","9.02","3.87"
"16360","4.27","9.02","3.87"
"16361","4.27","9.02","3.87"
"16362","4.27","9.02","3.87"
"16363","4.27","9.02","3.87"
"16364","4.27","9.02","3.87"
