"id","description","last_updated"
"170248","Snacks, potato chips, plain, made with partially hydrogenated soybean oil, salted","2019-04-01"
"170249","Snacks, pretzels, hard, plain, made with enriched flour, unsalted","2019-04-01"
"170250","Snacks, rice cakes, brown rice, plain, unsalted","2019-04-01"
"170251","Snacks, rice cakes, brown rice, buckwheat, unsalted","2019-04-01"
"170252","Snacks, rice cakes, brown rice, multigrain, unsalted","2019-04-01"
"170253","Potato chips, without salt, reduced fat","2019-04-01"
"170254","Snacks, tortilla chips, low fat, unsalted","2019-04-01"
"170255","Frozen novelties, juice type, POPSICLE SCRIBBLERS","2019-04-01"
"170256","Snacks, tortilla chips, nacho-flavor, made with enriched masa flour","2019-04-01"
"170257","Sweeteners, tabletop, sucralose, SPLENDA packets","2019-04-01"
"170258","Frozen novelties, No Sugar Added, FUDGSICLE pops","2019-04-01"
"170259","Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops","2019-04-01"
"170260","Frozen novelties, KLONDIKE, SLIM-A-BEAR Fudge Bar, 98% fat free, no sugar added","2019-04-01"
"170261","Ice creams, BREYERS, All Natural Light Vanilla","2019-04-01"
"170262","Ice creams, BREYERS, No Sugar Added, Butter Pecan","2019-04-01"
"170263","Ice creams, BREYERS, No Sugar Added, French Vanilla","2019-04-01"
"170264","Ice creams, BREYERS, No Sugar Added, Vanilla","2019-04-01"
"170265","Ice creams, BREYERS, No Sugar Added, Vanilla Fudge Twirl","2019-04-01"
"170266","Frozen novelties, No Sugar Added CREAMSICLE Pops","2019-04-01"
"170267","Frozen novelties, Sugar Free, CREAMSICLE Pops","2019-04-01"
"170268","Ice creams, BREYERS, All Natural Light French Chocolate","2019-04-01"
"170269","Ice creams, BREYERS, 98% Fat Free Chocolate","2019-04-01"
"170270","Ice creams, regular, low carbohydrate, chocolate","2019-04-01"
"170271","Chocolate, dark, 45- 59% cacao solids","2019-04-01"
"170272","Chocolate, dark, 60-69% cacao solids","2019-04-01"
"170273","Chocolate, dark, 70-85% cacao solids","2019-04-01"
"170274","Candies, chocolate, dark, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)","2019-04-01"
"170275","Candies, crispy bar with peanut butter filling","2019-04-01"
"170276","Syrup, maple, Canadian","2019-04-01"
"170277","Sweetener, syrup, agave","2019-04-01"
"170278","Candies, NESTLE, BUTTERFINGER Crisp","2019-04-01"
"170279","Candies, fruit snacks, with high vitamin C","2019-04-01"
"170280","Jams, preserves, marmalades, sweetened with fruit juice","2019-04-01"
"170281","Candies, Tamarind","2019-04-01"
"170282","Candies, coconut bar, not chocolate covered","2019-04-01"
"170283","Barley, hulled","2019-04-01"
"170284","Barley, pearled, raw","2019-04-01"
"170285","Barley, pearled, cooked","2019-04-01"
"170286","Buckwheat","2019-04-01"
"170287","Bulgur, cooked","2019-04-01"
"170288","Corn grain, yellow","2019-04-01"
"170289","Corn bran, crude","2019-04-01"
"170290","Corn flour, whole-grain, yellow","2019-04-01"
"170291","Fast foods, nachos, with cheese","2019-04-01"
"170292","Fast foods, nachos, with cheese, beans, ground beef, and tomatoes","2019-04-01"
"170293","Fast foods, cheeseburger, double, regular patty and bun, with condiments","2019-04-01"
"170294","Fast foods, cheeseburger; single, large patty; plain","2019-04-01"
"170295","Fast foods, chicken fillet sandwich, plain with pickles","2019-04-01"
"170296","Fast foods, fish sandwich, with tartar sauce","2019-04-01"
"170297","Fast foods, fish sandwich, with tartar sauce and cheese","2019-04-01"
"170298","Fast foods, submarine sandwich, roast beef on white bread with lettuce and tomato","2019-04-01"
"170299","Fast foods, submarine sandwich, tuna on white bread with lettuce and tomato","2019-04-01"
"170300","Fast foods, coleslaw","2019-04-01"
"170301","Fast foods, hush puppies","2019-04-01"
"170302","Fast food, biscuit","2019-04-01"
"170303","CHICK-FIL-A, Chick-n-Strips","2019-04-01"
"170304","CHICK-FIL-A, hash browns","2019-04-01"
"170305","School Lunch, pizza, BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge Cheese Pizza, frozen","2019-04-01"
"170306","Fast foods, submarine sandwich, sweet onion chicken teriyaki on white bread with lettuce, tomato and sweet onion sauce","2019-04-01"
"170307","SUBWAY, SUBWAY CLUB sub on white bread with lettuce and tomato","2019-04-01"
"170308","Fast foods, submarine sandwich, turkey, roast beef and ham on white bread with lettuce and tomato","2019-04-01"
"170309","Fast foods, submarine sandwich, oven roasted chicken on white bread with lettuce and tomato","2019-04-01"
"170310","SUBWAY, steak & cheese sub on white bread with American cheese, lettuce and tomato","2019-04-01"
"170311","Fast foods, submarine sandwich, steak and cheese on white bread with cheese, lettuce and tomato","2019-04-01"
"170312","SUBWAY, B.L.T. sub on white bread with bacon, lettuce and tomato","2019-04-01"
"170313","Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread","2019-04-01"
"170314","SUBWAY, oven roasted chicken sub on white bread with lettuce and tomato","2019-04-01"
"170315","SUBWAY, cold cut sub on white bread with lettuce and tomato","2019-04-01"
"170316","SUBWAY, tuna sub on white bread with lettuce and tomato","2019-04-01"
"170317","Pizza, cheese topping, regular crust, frozen, cooked","2019-04-01"
"170318","Fast Foods, crispy chicken filet sandwich, with lettuce and mayonnaise","2019-04-01"
"170319","McDONALD'S, FILET-O-FISH","2019-04-01"
"170320","McDONALD'S, Cheeseburger","2019-04-01"
"170321","McDONALD'S, QUARTER POUNDER","2019-04-01"
"170322","WENDY'S, CLASSIC SINGLE Hamburger, with cheese","2019-04-01"
"170323","WENDY'S, Jr. Hamburger, without cheese","2019-04-01"
"170324","WENDY'S, Jr. Hamburger, with cheese","2019-04-01"
"170325","WENDY'S, CLASSIC DOUBLE, with cheese","2019-04-01"
"170326","WENDY'S, Frosty Dairy Dessert","2019-04-01"
"170327","BURGER KING, french fries","2019-04-01"
"170328","BURGER KING, Hamburger","2019-04-01"
"170329","BURGER KING, Cheeseburger","2019-04-01"
"170330","BURGER KING, Premium Fish Sandwich","2019-04-01"
"170331","BURGER KING, Original Chicken Sandwich","2019-04-01"
"170332","TACO BELL, Original Taco with beef, cheese and lettuce","2019-04-01"
"170333","TACO BELL, Soft Taco with beef, cheese and lettuce","2019-04-01"
"170334","TACO BELL, BURRITO SUPREME with chicken","2019-04-01"
"170335","TACO BELL, BURRITO SUPREME with steak","2019-04-01"
"170336","TACO BELL, Nachos","2019-04-01"
"170337","TACO BELL, Nachos Supreme","2019-04-01"
"170338","POPEYES, Spicy Chicken Strips, analyzed 2006","2019-04-01"
"170339","KFC, biscuit","2019-04-01"
"170340","KFC, Coleslaw","2019-04-01"
"170341","KFC, Crispy Chicken Strips","2019-04-01"
"170342","KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat only, skin and breading removed","2019-04-01"
"170343","KFC, Fried Chicken, EXTRA CRISPY, Skin and Breading","2019-04-01"
"170344","KFC, Fried Chicken, EXTRA CRISPY, Breast, meat only, skin and breading removed","2019-04-01"
"170345","KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat only, skin and breading removed","2019-04-01"
"170346","KFC, Fried Chicken, ORIGINAL RECIPE, Thigh, meat and skin with breading","2019-04-01"
"170347","KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat and skin with breading","2019-04-01"
"170348","KFC, Fried Chicken, EXTRA CRISPY, Breast, meat and skin with breading","2019-04-01"
"170349","KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat and skin with breading","2019-04-01"
"170350","POPEYES, Fried Chicken, Mild, Skin and Breading","2019-04-01"
"170351","POPEYES, Fried Chicken, Mild, Thigh, meat only, skin and breading removed","2019-04-01"
"170352","POPEYES, Fried Chicken, Mild, Wing, meat only, skin and breading removed","2019-04-01"
"170353","POPEYES, Fried Chicken, Mild, Breast, meat and skin with breading","2019-04-01"
"170354","POPEYES, Fried Chicken, Mild, Drumstick, meat and skin with breading","2019-04-01"
"170355","Yogurt parfait, lowfat, with fruit and granola","2019-04-01"
"170356","Fast Foods, Fried Chicken, Breast, meat only, skin and breading removed","2019-04-01"
"170357","Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed","2019-04-01"
"170358","Fast Foods, Fried Chicken, Thigh, meat only, skin and breading removed","2019-04-01"
"170359","Fast Foods, Fried Chicken, Thigh, meat and skin and breading","2019-04-01"
"170360","Fast Foods, Fried Chicken, Wing, meat and skin and breading","2019-04-01"
"170361","DIGIORNO Pizza, cheese topping, cheese stuffed crust, frozen, baked","2019-04-01"
"170362","DIGIORNO Pizza, cheese topping, rising crust, frozen, baked","2019-04-01"
"170363","DIGIORNO Pizza, supreme topping, rising crust, frozen, baked","2019-04-01"
"170364","DIGIORNO Pizza, supreme topping, thin crispy crust, frozen, baked","2019-04-01"
"170365","Fast Food, Pizza Chain, 14"" pizza, sausage topping, thick crust","2019-04-01"
"170366","Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust","2019-04-01"
"170367","Fast Food, Pizza Chain, 14"" pizza, sausage topping, regular crust","2019-04-01"
"170368","Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread","2019-04-01"
"170369","PIZZA HUT 14"" Pepperoni Pizza, THIN 'N CRISPY Crust","2019-04-01"
"170370","DOMINO'S 14"" Pepperoni Pizza, Crunchy Thin Crust","2019-04-01"
"170371","DOMINO'S 14"" Sausage Pizza, Crunchy Thin Crust","2019-04-01"
"170372","PIZZA HUT 14"" Sausage Pizza, Pan Crust","2019-04-01"
"170373","Pizza, cheese topping, thin crust, frozen, cooked","2019-04-01"
"170374","BURGER KING, Double Cheeseburger","2019-04-01"
"170375","Beet greens, raw","2019-04-01"
"170376","Beet greens, cooked, boiled, drained, without salt","2019-04-01"
"170377","Broadbeans, immature seeds, raw","2019-04-01"
"170378","Broadbeans, immature seeds, cooked, boiled, drained, without salt","2019-04-01"
"170379","Broccoli, raw","2019-04-01"
"170380","Broccoli, frozen, spears, cooked, boiled, drained, without salt","2019-04-01"
"170381","Broccoli raab, raw","2019-04-01"
"170382","Broccoli raab, cooked","2019-04-01"
"170383","Brussels sprouts, raw","2019-04-01"
"170384","Burdock root, cooked, boiled, drained, without salt","2019-04-01"
"170385","Butterbur, (fuki), raw","2019-04-01"
"170386","Butterbur, cooked, boiled, drained, without salt","2019-04-01"
"170387","Butterbur, canned","2019-04-01"
"170388","Cabbage, savoy, raw","2019-04-01"
"170389","Cabbage, savoy, cooked, boiled, drained, without salt","2019-04-01"
"170390","Cabbage, chinese (pak-choi), raw","2019-04-01"
"170391","Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt","2019-04-01"
"170392","Cabbage, kimchi","2019-04-01"
"170393","Carrots, raw","2019-04-01"
"170394","Carrots, cooked, boiled, drained, without salt","2019-04-01"
"170395","Carrots, canned, regular pack, solids and liquids","2019-04-01"
"170396","Carrots, canned, regular pack, drained solids","2019-04-01"
"170397","Cauliflower, cooked, boiled, drained, without salt","2019-04-01"
"170398","Cauliflower, frozen, unprepared","2019-04-01"
"170399","Cauliflower, frozen, cooked, boiled, drained, without salt","2019-04-01"
"170400","Celeriac, raw","2019-04-01"
"170401","Chard, swiss, cooked, boiled, drained, without salt","2019-04-01"
"170402","Chayote, fruit, raw","2019-04-01"
"170403","Chayote, fruit, cooked, boiled, drained, without salt","2019-04-01"
"170404","Chicory, witloof, raw","2019-04-01"
"170405","Chrysanthemum, garland, cooked, boiled, drained, without salt","2019-04-01"
"170406","Collards, raw","2019-04-01"
"170407","Collards, cooked, boiled, drained, without salt","2019-04-01"
"170408","Collards, frozen, chopped, unprepared","2019-04-01"
"170409","Corn, sweet, yellow, canned, brine pack, regular pack, solids and liquids","2019-04-01"
"170410","Onions, frozen, chopped, unprepared","2019-04-01"
"170411","Onions, frozen, chopped, cooked, boiled, drained, without salt","2019-04-01"
"170412","Onions, frozen, whole, unprepared","2019-04-01"
"170413","Onions, frozen, whole, cooked, boiled, drained, without salt","2019-04-01"
"170414","Onion rings, breaded, par fried, frozen, unprepared","2019-04-01"
"170415","Onion rings, breaded, par fried, frozen, prepared, heated in oven","2019-04-01"
"170416","Parsley, fresh","2019-04-01"
"170417","Parsnips, raw","2019-04-01"
"170418","Peas, edible-podded, frozen, cooked, boiled, drained, without salt","2019-04-01"
"170419","Peas, green, raw","2019-04-01"
"170420","Peas, green, cooked, boiled, drained, without salt","2019-04-01"
"170421","Peas, green, canned, regular pack, solids and liquids","2019-04-01"
"170422","Peas, mature seeds, sprouted, raw","2019-04-01"
"170423","Peas, mature seeds, sprouted, cooked, boiled, drained, without salt","2019-04-01"
"170424","Peas and carrots, canned, regular pack, solids and liquids","2019-04-01"
"170425","Peas and carrots, frozen, unprepared","2019-04-01"
"170426","Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids","2019-04-01"
"170427","Peppers, sweet, green, raw","2019-04-01"
"170428","Peppers, sweet, green, cooked, boiled, drained, without salt","2019-04-01"
"170429","Peppers, sweet, green, canned, solids and liquids","2019-04-01"
"170430","Pigeonpeas, immature seeds, cooked, boiled, drained, without salt","2019-04-01"
"170431","Poi","2019-04-01"
"170432","Pokeberry shoots, (poke), raw","2019-04-01"
"170433","Pokeberry shoots, (poke), cooked, boiled, drained, without salt","2019-04-01"
"170434","Potatoes, white, flesh and skin, baked","2019-04-01"
"170435","Potatoes, red, flesh and skin, baked","2019-04-01"
"170436","Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased","2019-04-01"
"170437","Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, oven-heated","2019-04-01"
"170438","Potatoes, boiled, cooked in skin, flesh, without salt","2019-04-01"
"170439","Potatoes, boiled, cooked in skin, skin, without salt","2019-04-01"
"170440","Potatoes, boiled, cooked without skin, flesh, without salt","2019-04-01"
"170441","Potatoes, microwaved, cooked in skin, flesh, without salt","2019-04-01"
"170442","Potatoes, au gratin, home-prepared from recipe using butter","2019-04-01"
"170443","Potatoes, canned, solids and liquids","2019-04-01"
"170444","Potatoes, canned, drained solids","2019-04-01"
"170445","Potatoes, mashed, dehydrated, flakes without milk, dry form","2019-04-01"
"170446","Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and butter added","2019-04-01"
"170447","Potatoes, au gratin, dry mix, unprepared","2019-04-01"
"170448","Potatoes, au gratin, dry mix, prepared with water, whole milk and butter","2019-04-01"
"170449","Potatoes, scalloped, dry mix, unprepared","2019-04-01"
"170450","Potatoes, scalloped, dry mix, prepared with water, whole milk and butter","2019-04-01"
"170451","Potatoes, french fried, shoestring, salt added in processing, frozen, as purchased","2019-04-01"
"170452","Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated","2019-04-01"
"170453","Potatoes, o'brien, frozen, unprepared","2019-04-01"
"170454","Potatoes, o'brien, frozen, prepared","2019-04-01"
"170455","Taro, tahitian, cooked, without salt","2019-04-01"
"170456","Tomatoes, green, raw","2019-04-01"
